_id,title,type_key,method_key,servings,cooking_time,difficulty,ingredients,cooking_steps,tips,recipe_type,spicy_level
673c36d38fad4e3c931175b0,#오뚜기불고기피자&생치즈 #김치도리아만들기 #남은 김치볶음밥으로 만든 김치도리아 #야식맥주안주,양식,굽기,2인분,30분 이내,초급,"['오뚜기불고기 피자(1판)', '생 치즈(20g)', '브로콜리(2조각)', '토마토파스타소스(2큰술)', '바질가루(1작은술)', '올리브오일(1작은술)', '파마산치즈가루(1작은술)', '김치볶음밥(1.5공기)', '생 치즈(20g)', '날치알(2큰술)', '바질가루(1작은술)', '파마산치즈가루(1작은술)']","['남은 김치볶음밥에 생치즈를 듬뿍 올려 주고 날치알과 바질가루를 뿌려서 오븐에 구워 줄 예정입니다.', '오뚜기불고기피자 입니다. 사이즈도 상당히 큰 편이고요.', '이 피자에 생치즈와 더불어서 냉동생새우도 올려 주고 브로콜린도 조금더 토핑해 주었습니다.', '토마토소스가 부족한 듯 싶어서 토마토파스타소스도 위에 올려 주었습니다.', '바질가루와 올리브오일도 뿌려 주고는 200도 온도에서 예열된 오븐에 20분간 구워 줍니다.', '다음 오븐에 들어가는 타자는 김치도리아입니다. 남은 김치볶음밥을 색다르게 변신시킬 수 있지요. 차갑게 식은 김치볶음밥을 전자렌즈에 데우기보다는 치즈와 날치알을 넣어서 조금더 고급지게 도리아로 만들어 보세요.', '브로콜린이 생생하게 익었고 녹녹하니 잘 녹은 생치즈와 잘 구워진 피자도우!! 이것이 진정한 피자의 모습이기도 하지요.', '자 이제 도리아를 구웠습니다. 어차피 예열되어져 있었던 오븐이기에 바로 피자와 교차해서는 김치도리아를 넣어서 구워 주었습니다. 치즈가 완전하게 잘 녹아 주고 노릇노릇 탄듯이 잘 익었습니다. 중간 중간 날치알도 잘 보이고요.', '김치도리아에 마지막으로 올리브오일이나 트러플오일 뿌려 주시고 파마산치즈가루를 뿌려서 마무리 합니다.', '남은 김치볶음밥으로 멋지게 재탄생시킨 김치도리아 완성입니다. 생치즈의 맛이 짭쪼름하면서도 고소하게 나는 것이 너무 좋습니다.']",[],"['고단백', '퓨전', '해산물', '양식']",매운맛없음
673c36d38fad4e3c9311550c,입맛없을 때 2분이면 뚝딱! 이모손맛 아삭이고추 된장무침,반찬,무침,2인분,5분 이내,초급,"['오이고추(6개)', '된장(1T)', '참기름(1T)', '올리고당(0.5T)', '통깨(약간)', '다진마늘(1T)']","['고추는 손가락한마디 크기로 썬다.', '볼에 통깨를 뺀 전재료를 담는다.', '조물조물 손으로 된장과 마늘을 풀어가면서 무친다.', '접시에 담아 통깨를 뿌린다.']",['1.미리 무치면 물이 생기니까 먹기직전에 무친다. 2.맵지않고 비타민c가 풍부하므로 아이반찬으로도 좋다.'],"['저칼로리', '무침', '한식']",매운맛없음
673c36d38fad4e3c93118726,"맛남의 광장, 팟시금치무쌉 만들기 집에서 만드는 간단 태국식 덮밥",퓨전,끓이기,2인분,30분 이내,초급,"['돼지고기 다짐육(200g)', '시금치(1/2단)', '마늘(5~6개)', '땡초(7~10개)', '기름(5~6T)', '계란(2개)', '맛술(2T)', '진간장(3T)', '액젓(3T)', '굴소스(2T)', '흑설탕(1/2T)', '물(2T)']","['마늘은 깨끗이 씻어 다져서 준비해주세요.', '시금치는 깨끗이 씻고 끝부분만 잘게 썰어 주세요. (시금치는 많이 넣을수록 맛있는거같아요)', '굴소스, 흑설탕, 액젓, 간장, 물을 넣고 섞어서 소스를 만들어 주세요.방송에서 정확한 계량은 안알려줘서 입맛에 맛게 조절해서 만들었어요. 방송에서는 노추도 넣었는데.. 없어서 생략했어요^^', '방송에선 그냥 볶았지만.. 팟카파오무쌉은 불맛을 잘 낼수록 더 맛있어 지는거 같아요^^ 사진찍으면서 만드느라 불맛이 덜들어가 아쉬웠지만.........ㅠ ㅠ 다음엔 제대로 다시 해보기로!! 팬에 기름을 넉넉히 둘러주세요~', '불은 센불로~ 기름이 예열되면 마늘과 고추를 넣어 노릇하게 튀기듯 볶아주세요. 매콤한 마늘향이 너무 좋더라구요. 고추는 기호에 맞게 넣어주시면 될것 같아요. 요 덮밥은 살짝 매콤할수록 더 맛있어서 저는 땡초도 잘라서 넣었어요.', '마늘이 어느정도 노릇하게 익으면 다짐육을 넣어 센불에서 불맛을 입혀가며 볶아줍니다. 이때 맛술도 2스푼정도 넣어주세요.', '고기가 타지않게 골고루 잘 익혀주고 소스와 시금치 끝에 썰어 놓은것을 넣고 잘 섞어줍니다.고기에 소스가 잘 베이도록 조금만 졸여줍니다. 이때 맛이 조금 짭쪼름해도 시금치도 더 들어갈거고, 밥에 비벼먹을거라 짭쪼름하게 만들어도 괜찮은것 같아요.만들어 놓은 소스는 조금씩 추가해서 입맛에 맞게 조절하셔도 되요^^', '마무리로 시금치를 넣고 불을 꺼줍니다.주걱으로 뒤적이며 잔열로 시금치 숨만 죽여주면 완성!! 완전 간단하죠? 정말.. 재료준비만 되면 5분내로 뚝딱 만들수 있는 완전 간단한 요리에요^^', '마지막으로 계란후라이 만들기~ 계란은 노른자 톡 터뜨려 비벼먹을수 있게 써니싸이드업으로^^ 요 덮밥용 계란은 기름에 튀기듯 만들어 주시면 더 맛있어요.']",[],"['고단백', '매운맛2단계', '볶음', '간편식']",매운맛2단계
673c36d38fad4e3c93115a16,노르웨이 고등어쌈장,반찬,볶음,2인분,15분 이내,초급,"['노르웨이고등어', '된장(2숟가락)', '매실액기스(1숟가락)', '고추장(1숟가락)', '물엿(1숟가락)', '참기름(1숟가락)', '깨소금(약간)', '다진마늘(0.5숟가락)']","['노르웨이 고등어를 구운 후 , 살을 먹기 작게 잘라 주어요', '노르웨이 고등어', '표고버섯, 청양고추, 홍고추, 대파 ,양파 작게 다지듯 잘랐는데냉장고에 있는 야채들 활용해도 괜찮아요', '기름 약간 두른팬에서 야채를 넣고 볶다가,준비된 쌈장양념장들 넣고,', '준비된 고등어 넣어주기', '완성']",['고등어구이 해서 먹고 남은 고등어 활용해도 맛있어요'],"['고단백', '한식', '해산물', '볶음']",매운맛없음
673c36d38fad4e3c93117288,민트초코X3 트리플 민트초코케이크 ♥,디저트,굽기,5인분,90분 이내,초급,"['달걀(150g)', '설탕(90g)', '박력분(75g)', '코코아파우더(15g)', '녹인 버터(15g)', '식용민트 오일(1~2방울)', '다크초콜릿 커버춰(100g)', '생크림(100g)', '식용민트 오일(1~2방울)', '생크림(250g)', '설탕(20g)', '다진민트 초콜릿(80g)', '오레오 부순 것(30g)', '생크림(250g)', '설탕(20g)', '식용민트 오일(1~2방울)', '식용색소(약간)', '민트 시럽(약간)', '오레오(약간)', '민트 초콜릿(약간)']","['[민트초코제누와즈]볼에 달걀과 설탕을 넣고 거품기로 잘 섞은 후 중탕물에 올려 거품기로 계속 저으면서 체온 온도까지 데운다.중탕물이 너무 뜨거우면 달걀이 익을 수 있으니 주의해주세요.', '데워진 달걀물을 중탕물에서 내린 후 핸드믹서로 뽀얗게 공기포집한다.', '박력분, 코코아파우더를 함께 체쳐 넣고 실리콘주걱으로 섞은 후 녹인 버터, 민트오일을 반죽에 넣고 섞는다.', '유산지를 씌운 틀에 반죽을 넣고 틀을 바닥에 내리친 다음 170도로 예열 된 오븐에 30분 정도 굽는다.', '다 구워진 제누와즈는 틀채로 바닥에 내리쳐 공기를 뺀 다음 틀에서 빼내어 식힘망에서 식힌다.구워진 제누와즈 가운데를 눌러보아 탄력이 느껴지면 다 구워진 거에요. 만약 쑥 하고 들어가면 덜 구워진 거에요.오븐에 넣고 2~3분 더 구워주세요.', '[민트초코가나슈]생크림과 다크초콜릿은 전자레인지에 30초~40초 데운다.', '데운 생크림을 초콜릿에 넣고 완전히 섞은 후 민트오일을 넣고 섞는다.', '[샌드용 생크림]볼에 생크림, 설탕을 넣고 80% 농도로 휘핑하고 다진 민트초콜릿과 부순 오레오를 넣어 섞고 빡빡하게 휘핑한다. 사용 전까지 냉장고에 차갑게 보관한다.', '[아이싱용 생크림]볼에 생크림, 설탕, 민트오일, 식용색소를 넣고 80% 농도로 휘핑한다.사용 전까지 냉장고에 차갑게 보관한다.', '식힌 제누와즈를 1cm 두께로 4장 자른다.', '돌림판 위에 시트 1장을 놓고 샌드용 크림 적당량을 올린 후 스패츌러로 전체적으로 펴바른 후 시트를 올린다. 같은 과정을 2번 반복해서 케이크를 샌드한다.', '마지막 시트를 올린 후 전체적으로 크림을 정리한 후 샌드용 크림으로 전체적으로 아이싱한다. 아이싱이 마무리되면 냉장고에 15분 정도 넣고 차갑게 보관한다.', '가나슈를 미지근한 정도(34℃ 정도)로 온도를 맞춘 후 아이싱한 케이크 중앙에 부어주면서 스패츌러로 펼친다.', '남은 크림으로 케이크를 장식하여 완성한다.']",[],"['디저트', '양식']",매운맛없음
673c36d38fad4e3c931189d3,"미세먼지때문에 입맛 잡아주는 밥도둑 ""청양고추 장물""",양념/잼/소스,볶음,4인분,60분 이내,초급,"['청양고추(1kg)', '마늘(400g)', '국멸치(250g)', '들기름(100ml)', '조선가장(1000ml)', '액젓(200ml)', '생수(1000ml)', '통깨(25g)']","['청양고추는 칼로 다지거나 커트기로 다져준다', '마늘도 컷트기로 다져준다', '국멸치는 내장과 머리를 분리해서 몸통을 2개로 나누어준다', '이렇게 준비한 멸치는컷트기로 다져준다', '팬에 들기름을두르고 마늘부터 충분히 볶다가 청양고추를 볶아주다 생수를 넣고 생수가날아갈때까지 볶아준다', '여기에 조선간장을 넣어준후 다시 충분히 볶아준다', '여기에 다시 액젓을 넣고 볶아주고 마지막에 토깨를 넣어 완성']",['마늘과 청양고추는 믹서로 갈아주는것이 아니라 다져주어야하고 냉동고속에 열린마늘을 사용하게되면 맛이 시원한맛이 떨어진다'],"['한식', '매운맛5단계', '반찬', '고섬유']",매운맛5단계
673c36d38fad4e3c93116a26,식혜만드는법 아시나요~~~ 초간단 식혜만들기,차/음료/술,끓이기,  ,,초급,"['밥', '식혜티백', '물(2L)', '설탕']","['마트에서 요거 보신적 있으시에요?엿기름을 티백으로 만든 제품이랍니다. 보통 식혜를 만들려면 엿기름을 사다가 열심히 주물러 빨고 가라앉히고 버리고 이작업을 몇번 해야 하거든요. 그런데 티백을 사용하면 정말 간단해요. 그리고 국산이라 더 믿음이 가구요.', '뒷쪽에 만드는 방법도 나와있답니다.', '우선 밥을 고실고실 하게 해주었어요. 저희집은 식혜밥을 좋아해서 3공기 넣었어요. 그리고 물은 2리터를 넣어주었답니다. 10인용 밥솥인데 2리터 정도 들어가더라구요.', '1리터 2번 ~', '티백이 이렇게 생겼어요. 꼭 보리차 티백처럼 생겼죠', '밥 넣고 물넣고 티백넣으면 끝', '보온으로 6-7시간정도 ~~~ 그냥 두시면 되요~', '6시간정도 지났을때 뚜껑을 열어보세요. 그럼 밥알이 동동 떠있으면 밥이 맛있게 삭은거랍니다. 여기서 끝이 아니라', '냄비에 옮겨담은후에 설탕을 개인입맛에 취향에 따라서 넣어준 후 팔팔 끓여주세요. 아 물 1리터를 더 넣어주었어요. 티백용량이 총 3리터랍니다.', '끓을때 거품이 많이 생기는데 요건 꼭 걷어주셔야 깔끔한 맛을 즐길수다 있답니다. 생강을 넣으셔도 좋아요~~', '밥알이 한가득 식혜완성 정말 간단하지 않으세요? 패트병으로 총 3개 나오는데 한병은 냉장고에 넣어두고 나머지는 조금씩 담아서 냉동실에 넣어서 꽁꽁 얼려준 후 먹을때 하나씩 꺼내서 먹으면 정말 완전 시원하고 맛이 좋답니다.', '더운여름 탄산음료나 과일음료 많이 찾으시는데 가족을 위해서 전통음료 식혜 비해 보는거 어떠세요~~']",['끓을때 거품이 많이 생기는데 요건 꼭 걷어주셔야 깔끔한 맛을 즐길수다 있답니다. 생강을 넣으셔도 좋아요~~'],"['전통식', '음료', '저칼로리']",매운맛없음
673c36d38fad4e3c93116e29,[제철레시피따라하기]고구마닭가슴살스튜,스프,끓이기,2인분,20분 이내,초급,"['닭가슴살(300g)', '고구마(1개)', '양파(1개)', '느타리버섯(1줌)', '청양고추(1/2개)', '우유(1/2컵)', '식용유(1큰술)', '연두(1작은술)', '소금', '후추(약간)']","['고구마와 양파, 버섯을 먹기 좋은 크기로 썰고, 청양고추는 얇게 채 썬다.닭가슴살은 시중에 나와 있는 닭가슴살 스테이크를 이용하면 소금, 후추, 파슬리로 밑간이 되어 있어 따로 양념할 필요가 없다.', '속이 깊은 팬에 식용유를 두르고 닭가슴살을 넣어 노릇해질 때까지 익힌다.닭가슴살 덩어리가 크면 속이 잘 안 익을 수 있으니 겉면이 다 익으면 가위로 잘라 속까지 잘 익게 한다.', '닭가슴살에 고구마와 양파, 느타리버섯을 넣고 3분 정도 더 볶아준다.고구마와 양파 외에 느타리 버섯을 넣으면 쫄깃한 식감을 더할 수 있다.', '우유 반 컵을 넣고 우유가 끓어오르면 불을 중불로 줄여 10분 정도 끓인다. 우유 표면에 막이 생기거나 타지 않게 저어준다.생크림과 물 대신에 우유 반컵을 넣었더니 생크림 특유의 걸쭉함은 덜했지만 부드럽고 고소한 맛은 충분히 낼 수 있었다.', '청양고추를 넣고 1분 정도 더 끓인 뒤 불을 끈다.피망 대신 집에 있는 청양고추 반 개를 넣어 칼칼함을 더했다.']",['구워먹거나 쪄먹기만 했던 고구마를 한 끼 식사로 즐길 수 있는 방법이에요. 양파를 많이 넣었더니 고구마의 달콤함과 함께 달달함이 극대화돼서 더 맛있어요. 청양고추를 넣어주면 매콤달콤고소에 칼칼함까지 맛볼 수 있어요.'],"['고단백', '매운맛1단계', '한식', '주식']",매운맛1단계
673c36d38fad4e3c93115fb7,토마토달걀볶음,반찬,볶음,1인분,15분 이내,초급,"['토마토(1개)', '달걀(2개)', '대파(약간)', '굴소스(2T)', '소금(0.3T)', '식용유(3T)']","['재료준비: 토마토를 자릅니다.', '재료준비: 대파를 자릅니다.', '재료준비: 계란을 풉니다.(소금 약간)', '후라이팬에 식용유를 두르고 대파를 먼저 볶습니다.(파기름 내기)', '토마토를 투하! 같이 볶습니다.(약간 수분이 날아갈 정도? 다 날라가면 안돼요)', '5번의 볶음을 접시에 빼두고스크램블 에그를 만들어요.', '계란이 어느정도 익으면 불을 아주 약하게 줄이고 빼두었던 토마토대파볶음을 합체!', '굴소스로 간을 맞춥니다.(굴소스 절반만 하고 간장 한스푼 눌려서 볶아줘도 좋지만 굴소스만으로도 충분해요)']",['1. 대파는 하얀 부분이 좋아요(파기름 낸 경우) 그리고 대파 양은 더 많아도 상관없습니다. 혹시 부추가 있으시면 부추를 넣으시는 것도 좋아요. 2. 불조절은 토마토를 볶을때는 너무 약불보다는 중약불 정도 계란이 익어서 함께 섞을때는 거의 꺼진 약불정도가 좋습니다.'],"['고단백', '볶음', '한식']",매운맛없음
673c36d38fad4e3c93116e38,"비타민 A가 듬뿍~ ""시금치감자스프""",스프,끓이기,3인분,20분 이내,초급,"['시금치(2~3줄기)', '양파 작은거(1개)', '감자(1/2개)', '물(200ml)', '우유(200ml)', '치킨스톡 작은거(1개)', '소금', '후추', '체다치즈(1/2장)']","['- 재료를 준비해주세요.', '- 양파와 감자는 얇게 채썰어 주시고 시금치도 알맞은 크기로 잘라 주세요.', '- 올리브유를 냄비에 두르고 양파와 감자를 투명하게 볶아 주세요.', '- 시금치를 넣어 볶아 주세요.', '- 어느정도 숨이 죽으면 물 200ml와 치킨스톡 작은 사이즈로 넣어 주세요.', '- 보글 보글 끓으면 잠시 불을 끄고 핸드블레더로 갈아 주세요.', '- 우유 200ml를 넣어 주세요.', '- 다시 불을 켜고 중 약불로 끓기 시작하면 저어가며 약 5분정도 더 끓여 주세요.- 마지막에 소금, 후추로 간을 맞추시면 되세요^^- 그릇에 알맞게 담으시고 체다치즈를 손으로 잘라 토핑해주세요.']","['- 조금 더 진한 풍미의 스프를 원하실 경우에는 우유 분량을 생크림을 반, 우유 반으로 넣어 주세요.']","['건강식', '저칼로리', '스프', '비타민']",매운맛없음
